,ville_rechercher,ville_précise,hotel,url,note,description,latitutde,longitude,2022-11-23 03:00:00,2022-11-24 03:00:00,2022-11-25 03:00:00,2022-11-26 03:00:00,2022-11-27 03:00:00
415,La Rochelle,La Rochelle,Hôtel Le Transatlantique - Lycée Hôtelier La Rochelle,https://www.booking.com/hotel/fr/lycee-hotelier-la-rochelle.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from=searchresults#hotelTmpl,"8,7","Situé à La Rochelle, à 2,5 km du parc des expositions de la ville, l'établissement La Rochelle propose une connexion Wi-Fi gratuite.  Vous séjournerez à environ 5 km de la Grosse Horloge de La Rochelle, à 1,5 km du musée maritime de La Rochelle et à 1,8 km de l'aquarium de La Rochelle. Cet établissement non-fumeurs se trouve à 1,5 km de l'Espace Encan.",46.143734,-1.160263,12.56,13.09,12.58,10.24,12.12
416,La Rochelle,"Centre-ville de La Rochelle, La Rochelle",Résidence Pierre & Vacances Centre,https://www.booking.com/hotel/fr/pierre-vacances-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from=searchresults#hotelTmpl,"7,2","La Résidence Pierre & Vacances Centre propose des hébergements à La Rochelle, à 5 minutes de marche du vieux port et à 300 mètres de la gare TGV. Elle possède une terrasse et une piscine intérieure chauffée.",46.15576943,-1.14639223,12.56,13.09,12.58,10.24,12.12
417,La Rochelle,"Centre-ville de La Rochelle, La Rochelle",Hôtel de l'Océan,https://www.booking.com/hotel/fr/de-l-ocean-la-rochelle.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from=searchresults#hotelTmpl,"8,1","Construit en 1646, l'Hôtel de l'Océan se trouve dans le quartier du Vieux Port, au cœur de La Rochelle. Il propose des chambres insonorisées avec climatisation et connexion Wi-Fi gratuite.",46.15701983,-1.15412772,12.56,13.09,12.58,10.24,12.12
418,La Rochelle,"Centre-ville de La Rochelle, La Rochelle",Appartements Les Rochelais,https://www.booking.com/hotel/fr/les-rochelais.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from=searchresults#hotelTmpl,"9,1","L'Appartements Les Rochelais vous accueille à La Rochelle, à 28 km de Rochefort.",46.16086208,-1.14923105,12.56,13.09,12.58,10.24,12.12
419,La Rochelle,"Centre-ville de La Rochelle, La Rochelle",Lagrange Apart'Hotel l’Escale Marine,https://www.booking.com/hotel/fr/l-escale-marine.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from=searchresults#hotelTmpl,"7,3",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Lagrange Apart'Hotel l’Escale Marine ! ,46.15107012,-1.15486329,12.56,13.09,12.58,10.24,12.12
420,La Rochelle,"Centre-ville de La Rochelle, La Rochelle",Le Champlain,https://www.booking.com/hotel/fr/best-western-champlain-france-angleterre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from=searchresults#hotelTmpl,"8,7","L'hôtel Le Champlain est situé en face du parc Charruyer, au cœur de La Rochelle. Il propose des chambres spacieuses et climatisées avec télévision par câble à écran plat et connexion Wi-Fi gratuite.",46.16357605,-1.1541599,12.56,13.09,12.58,10.24,12.12
421,La Rochelle,La Rochelle,Le Manoir Hôtel,https://www.booking.com/hotel/fr/le-manoir-la-rochelle.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,5","Occupant un bâtiment du XIXe siècle à La Rochelle, cet hôtel se trouve à seulement 500 mètres du centre-ville et du port. Il propose des chambres climatisées avec connexion Wi-Fi gratuite et télévision par câble.",46.16270478,-1.16061062,12.56,13.09,12.58,10.24,12.12
422,La Rochelle,La Rochelle,Central Park Hôtel & Spa,https://www.booking.com/hotel/fr/central-park-amp-spa.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,7",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Central Park Hôtel & Spa ! ,46.15891333,-1.16082335,12.56,13.09,12.58,10.24,12.12
423,La Rochelle,"Centre-ville de La Rochelle, La Rochelle",Hôtel Les Gens de Mer La Rochelle by Popinns**,https://www.booking.com/hotel/fr/les-gens-de-mer-la-rochelle.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,6",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Les Gens de Mer La Rochelle by Popinns** ! ,46.15412696,-1.14749925,12.56,13.09,12.58,10.24,12.12
424,La Rochelle,La Rochelle,Hôtel Les Brises,https://www.booking.com/hotel/fr/hotellesbrises.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=983d8ac991c10049&srepoch=1669146260&from=searchresults#hotelTmpl,"8,5","Situé en bord de mer, à seulement 2 km du vieux port de La Rochelle, l’Hôtel Les Brises offre une vue panoramique sur la mer et les îles voisines. Vous bénéficierez gratuitement d’une connexion Wi-Fi.
",46.15345807,-1.17438644,12.56,13.09,12.58,10.24,12.12
425,Bayonne,Bayonne,Villa la Renaissance,https://www.booking.com/hotel/fr/villa-la-renaissance-bayonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,3","La Villa la Renaissance propose des chambres à Bayonne, à 600 mètres du parc Ansot et à 1,2 km de la cathédrale Sainte-Marie. Il propose un service d'étage et une terrasse. Le siège de Guyenne et Gascogne se trouve à 700 mètres de l'hôtel et le musée Bonnat-Helleu, le musée des beaux-arts de Bayonne, est à 1,1 km.",43.482321,-1.468164,14.63,10.95,12.05,10.13,8.94
426,Bayonne,Bayonne,Hotel Cote Basque,https://www.booking.com/hotel/fr/cote-basque.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"7,8",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Cote Basque ! ,43.49618306,-1.46960109,14.63,10.95,12.05,10.13,8.94
427,Bayonne,Bayonne,Hotel Loreak,https://www.booking.com/hotel/fr/comfort-bayonne-biarritz.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,9","Installé à 2 km du centre-ville de Bayonne, l’Hotel Loreak propose des hébergements avec une salle de bains privative, une connexion Wi-Fi gratuite et une télévision à écran plat.",43.49349109,-1.45263344,14.63,10.95,12.05,10.13,8.94
428,Bayonne,Bayonne,Hôtel Villa KOEGUI Bayonne,https://www.booking.com/hotel/fr/villa-koegui-bayonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,0","Doté d’un bar, d’un restaurant, d’une terrasse, d’un salon commun et d’une salle de sport, l’Hôtel Villa KOEGUI Bayonne propose des hébergements à Bayonne. Il assure un service d’étage, et sa réception est ouverte 24h/24. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble de l’établissement.",43.492371,-1.472588,14.63,10.95,12.05,10.13,8.94
429,Bayonne,Bayonne,Parc 709 Bayonne,https://www.booking.com/hotel/fr/parc-709-bayonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"9,2",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Parc 709 Bayonne ! ,43.495606,-1.481317,14.63,10.95,12.05,10.13,8.94
430,Bayonne,Bayonne,Appart'Hôtel Bellevue,https://www.booking.com/hotel/fr/appart-39-bellevue.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"8,5","Situé dans un jardin, l'Appart'Hôtel Bellevue propose un hébergement à Bayonne, à seulement 2,4 km de la cathédrale Sainte-Marie. Il met gratuitement à votre disposition un parking privé sur place et une connexion Wi-Fi dans l'ensemble des lieux.",43.50579423,-1.45608832,14.63,10.95,12.05,10.13,8.94
431,Bayonne,Bayonne,Hostel 20 Bayonne,https://www.booking.com/hotel/fr/hostel-20-bayonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,8","Doté d'un bar et d'un salon commun, l'Hostel 20 Bayonne est situé à Bayonne, à 15 km de la gare de Biarritz-La Négresse et à 25 km de la gare de Saint-Jean-de-Luz. Il propose une réception ouverte 24h/24, une cuisine commune et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Des animations sont organisées en soirée et un service d'étage est assuré.",43.49535,-1.468753,14.63,10.95,12.05,10.13,8.94
432,Bayonne,Bayonne,Appartement au coeur de Bayonne sur les remparts,https://www.booking.com/hotel/fr/5-rue-des-faures.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,4",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Appartement au coeur de Bayonne sur les remparts ! ,43.4893908,-1.4790953,14.63,10.95,12.05,10.13,8.94
433,Bayonne,Bayonne,Boutique Hôtel Un Appart en Ville,https://www.booking.com/hotel/fr/un-appart-en-ville-bayonne1.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,9",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Boutique Hôtel Un Appart en Ville ! ,43.4909225,-1.4774412,14.63,10.95,12.05,10.13,8.94
434,Bayonne,Bayonne,Charming Basque villa with terrace and garden in Bayonne - Welkeys,https://www.booking.com/hotel/fr/charming-basque-villa-with-terrace-and-garden-in-bayonne-welkeys.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"7,5","Situé à Bayonne - Welkeys, le Charming Basque villa with terrace and garden propose un hébergement avec une connexion Wi-Fi gratuite et une vue sur la ville. Vous aurez accès à une table de ping-pong.",43.489674,-1.4675428,14.63,10.95,12.05,10.13,8.94
435,Bayonne,Bayonne,Péniche DJEBELLE,https://www.booking.com/hotel/fr/peniche-djebelle.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"9,5","Dotée d'un salon commun, d'une terrasse et d'une connexion Wi-Fi gratuite, la Péniche DJEBELLE est située à Bayonne, à 16 km de la gare de Biarritz-La Négresse et à 26 km de la gare de Saint-Jean-de-Luz. L'établissement se trouve à environ 26 km de l'église Saint-Jean-Baptiste, à 40 km de la gare d'Hendaye et à 40 km de la FICOBA. Le personnel sur place peut organiser un service de navette.",43.496335,-1.473749,14.63,10.95,12.05,10.13,8.94
436,Bayonne,Bayonne,L'âme Nomade - Bayonne Centre,https://www.booking.com/hotel/fr/l-39-ame-nomade-bayonne-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"8,5","Situé à Bayonne, à 13 km de la gare de Biarritz-La Négresse et à 23 km de la gare de Saint-Jean-de-Luz, l'établissement L'âme Nomade - Bayonne Centre propose une connexion Wi-Fi gratuite et la climatisation. Vous pourrez pratiquer diverses activités dans les environs, telles que la pêche et la randonnée.",43.49787499,-1.48486985,14.63,10.95,12.05,10.13,8.94
437,Bayonne,Bayonne,ibis budget Bayonne,https://www.booking.com/hotel/fr/ibis-budget-bayonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"7,7","Situé à 2 km du centre historique et de la gare de Bayonne, ainsi qu'à 8 km des plages, l'ibis budget Bayonne dispose d'une réception ouverte 24h/24, ainsi que d'une connexion Wi-Fi et d'un parking gratuits.",43.48908262,-1.45717809,14.63,10.95,12.05,10.13,8.94
438,Bayonne,Bayonne,Villa AJNA Bayonne,https://www.booking.com/hotel/fr/chambre-chinoise.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"8,8","Située à Bayonne, la Villa AJNA Bayonne propose une connexion Wi-Fi gratuite, un service de prêt de vélos, un salon commun et un jardin. Vous pourrez profiter d'un sauna.",43.483921,-1.498212,14.63,10.95,12.05,10.13,8.94
439,Bayonne,Bayonne,jeu de paume,https://www.booking.com/hotel/fr/jeu-de-paume-bayonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"8,9","L'établissement Jeu de paume est situé à Bayonne, à 11 km de la gare de Biarritz-La Négresse, à 21 km de la gare de Saint-Jean-de-Luz et à 22 km de l'église Saint-Jean-Baptiste. Vous séjournerez à 47 km de Pasaiako portua.",43.4898477,-1.4718019,14.63,10.95,12.05,10.13,8.94
440,Bayonne,Bayonne,Euskal etxea,https://www.booking.com/hotel/fr/euskal-etxea.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"9,8","Doté d'un jardin et d'un barbecue, l'Euskal etxea est situé à Bayonne, à 22 km de la gare de Saint-Jean-de-Luz, à 23 km de l'église Saint-Jean-Baptiste et à 36 km de la gare d'Hendaye. Cet hébergement climatisé se trouve à 12 km de la gare de Biarritz-La Négresse. Vous bénéficierez d'un parking privé sur place et d'une connexion Wi-Fi gratuite.",43.4872203,-1.4658403,14.63,10.95,12.05,10.13,8.94
441,Bayonne,Bayonne,Hotel Restaurant Les Genets,https://www.booking.com/hotel/fr/restaurant-les-genets.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"7,2",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Restaurant Les Genets ! ,43.46494896,-1.49584383,14.63,10.95,12.05,10.13,8.94
442,Bayonne,Bayonne,Bright apartment with loggia in Bayonne - Welkeys,https://www.booking.com/hotel/fr/bright-apartment-with-loggia-in-bayonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=cc2f8ac97dcf0123&srepoch=1669146260&from=searchresults#hotelTmpl,"8,2","Le Bright apartment with loggia in Bayonne - Welkeys est situé à Bayonne, à 16 km de la gare de Biarritz-La Négresse, à 26 km de la gare de Saint-Jean-de-Luz et de l'église Saint-Jean-Baptiste. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.",43.5068407,-1.4800054,14.63,10.95,12.05,10.13,8.94
