,ville_rechercher,ville_précise,hotel,url,note,description,latitutde,longitude,2022-11-23 03:00:00,2022-11-24 03:00:00,2022-11-25 03:00:00,2022-11-26 03:00:00,2022-11-27 03:00:00
95,Le Havre,Le Havre,Résidence Dauphine,https://www.booking.com/hotel/fr/residence-dauphine.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=e3748ac6f30001ae&srepoch=1669146253&from_beach_sr=1&beach_sr_walking_distance=1574&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,5",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Résidence Dauphine ! ,49.48800663,0.11446936,9.26,10.23,10.9,9.83,10.54
96,Le Havre,Le Havre,Au Cœur de Coty Le Havre 3 chambres et billard 90m2 - Les Appartements Océane,https://www.booking.com/hotel/fr/appartement-de-standing-coeur-de-ville-le-havre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=e3748ac6f30001ae&srepoch=1669146253&from_beach_sr=1&beach_sr_walking_distance=1359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, l'établissement Au Cœur de Coty Le Havre 3 chambres et billard 90m2 - Les Appartements Océane est situé au Havre, à seulement 1,6 km de la plage du Havre et à 400 mètres de l'église Saint-Michel. Il se trouve à 25 km du musée d'ethnographie et d'art populaire normand et du vieux port de Honfleur.",49.4955583,0.1127878,9.26,10.23,10.9,9.83,10.54
97,Le Havre,Le Havre,Le Cocon sur les Quais - 4 pers - Parking privé,https://www.booking.com/hotel/fr/le-cocon-sur-les-quais-4-pers-parking-prive.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=e3748ac6f30001ae&srepoch=1669146253&from_beach_sr=1&beach_sr_walking_distance=1379&from=searchresults#hotelTmpl,"8,1","Le Cocon sur les Quais - 4 pers - Parking privé est situé au Havre, à 1,7 km de la plage, à 500 mètres du Volcan et à 800 mètres de l'appartement témoin Perret. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.",49.4880412,0.1116224,9.26,10.23,10.9,9.83,10.54
98,Le Havre,Le Havre,Le Valmer,https://www.booking.com/hotel/fr/le-valmer-le-havre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=e3748ac6f30001ae&srepoch=1669146253&from_beach_sr=1&beach_sr_walking_distance=1497&from=searchresults#hotelTmpl,"8,6",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Valmer ! ,49.501189,0.111557,9.26,10.23,10.9,9.83,10.54
99,Le Havre,Le Havre,Appartements chaleureux - 15 min à pied de la gare,https://www.booking.com/hotel/fr/appartement-spacieux-15-min-a-pied-de-la-gare.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=e3748ac6f30001ae&srepoch=1669146253&from_beach_sr=1&from=searchresults#hotelTmpl,10,"Situé au Havre, à 2,8 km du Volcan et à 2,9 km de l'appartement témoin Perret, l'Appartements chaleureux - 15 min à pied de la gare propose un hébergement avec connexion Wi-Fi gratuite.",49.4989903,0.1373936,9.26,10.23,10.9,9.83,10.54
100,Rouen,"Centre-ville de Rouen, Rouen","Radisson Blu Hotel, Rouen Centre",https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,9","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Radisson Blu Hotel, Rouen Centre ! ",49.446441,1.09412,6.61,8.23,7.88,6.67,8.6
101,Rouen,"Centre-ville de Rouen, Rouen",Le Vieux Carré,https://www.booking.com/hotel/fr/le-vieux-carre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"8,1","L'hôtel Le Vieux Carré est situé dans le centre de Rouen, dans une zone piétonne, à seulement 850 mètres de la gare de Rouen-Rive-Droite. Il dispose de chambres avec salle de bains privative ainsi que d'une cour intérieure fleurie et arborée.",49.44332714,1.09457396,6.61,8.23,7.88,6.67,8.6
102,Rouen,Rouen,DOMITYS Les Mosaïques,https://www.booking.com/hotel/fr/domitys-les-mosaiques.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,1",Vous pouvez bénéficier d'une réduction Genius dans l'établissement DOMITYS Les Mosaïques ! ,49.4290146,1.0832807,6.61,8.23,7.88,6.67,8.6
103,Rouen,"Centre-ville de Rouen, Rouen",Les Initiés,https://www.booking.com/hotel/fr/les-inities-rouen.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"8,0","Installé au cœur du centre historique de Rouen, l'établissement Les Initiés est situé à seulement 10 minutes à pied de la gare de Rouen-Rive-Droite et à 3 km du stade Kindarena. En face du palais de justice, il propose des chambres décorées de façon personnalisée avec une connexion Wi-Fi gratuite et une salle de bains privative.",49.44197641,1.09243892,6.61,8.23,7.88,6.67,8.6
104,Rouen,"Centre-ville de Rouen, Rouen",Mercure Rouen Centre Cathédrale,https://www.booking.com/hotel/fr/mercure-rouen-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,1","Le Mercure Rouen Centre Cathédrale propose des chambres climatisées dotées d'une télévision par satellite, d'une connexion Wi-Fi gratuite et d'une salle de bains privative dans le centre de Rouen, à 160 mètres de la cathédrale Notre-Dame et à 3 km du palais des sports de Rouen.",49.44117285,1.09517545,6.61,8.23,7.88,6.67,8.6
105,Rouen,"Centre-ville de Rouen, Rouen",Hotel De Quebec,https://www.booking.com/hotel/fr/alive-hotel-de-quebec.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"8,2",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel De Quebec ! ,49.43783419,1.09725282,6.61,8.23,7.88,6.67,8.6
106,Rouen,Rouen,"Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel",https://www.booking.com/hotel/fr/holiday-inn-express-rouen-centre-rive-gauche.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","Situé à Rouen, à 1,7 km de l’arrêt de métro Voltaire, l’Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel propose des hébergements avec un bar, un parking privé et un salon commun. Cet hôtel 3 étoiles dispose d’une bagagerie, d’une réception ouverte 24h/24 et d’une connexion Wi-Fi gratuite. L’établissement possède des chambres familiales.",49.429988,1.072398,6.61,8.23,7.88,6.67,8.6
107,Rouen,"Centre-ville de Rouen, Rouen",Brit Hotel Confort Rouen Centre,https://www.booking.com/hotel/fr/le-relais-des-2-rivieres.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,4",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Brit Hotel Confort Rouen Centre ! ,49.43869536,1.1092034,6.61,8.23,7.88,6.67,8.6
108,Rouen,"Centre-ville de Rouen, Rouen",Best Western Plus Hotel Litteraire Gustave Flaubert,https://www.booking.com/hotel/fr/hotellitterairegustaveflaubert.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,5",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Best Western Plus Hotel Litteraire Gustave Flaubert ! ,49.44306423,1.08660311,6.61,8.23,7.88,6.67,8.6
109,Rouen,"Centre-ville de Rouen, Rouen",Ibis Styles Rouen Centre Cathédrale,https://www.booking.com/hotel/fr/ibis-styles-rouen-centre-cathedrale.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,2","Doté d'une connexion Wi-Fi gratuite et d'une terrasse, l'Ibis Styles Rouen Centre Cathédrale propose des hébergements à Rouen, à 1,6 km de la gare de la ville ainsi qu'à 3 km du palais des sports du Kindarena. Les animaux domestiques sont les bienvenus. De plus, un parking public est accessible à proximité de l'établissement moyennant des frais supplémentaires.",49.437454,1.096183,6.61,8.23,7.88,6.67,8.6
110,Rouen,"Centre-ville de Rouen, Rouen",Hotel Morand,https://www.booking.com/hotel/fr/lemorand.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"7,3","L’Hotel Morand est un ancien relais de poste rénové, datant du XVIIe siècle. Cet établissement vous accueille dans le centre historique de Rouen, à 400 mètres de la gare SNCF de Saint-Paul. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble des locaux.",49.44569975,1.094523,6.61,8.23,7.88,6.67,8.6
111,Rouen,"Centre-ville de Rouen, Rouen","Hôtel de Bourgtheroulde, Autograph Collection",https://www.booking.com/hotel/fr/de-bourgtheroulde.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,4","Ce boutique hôtel vous accueille dans le centre historique de Rouen, à côté du Gros-Horloge et à 2 km de la salle omnisports Kindarena. Vous bénéficierez d’un accès gratuit à la piscine intérieure, à la salle de sport et au spa où sont proposés un sauna, un hammam et une gamme de soins.",49.442178,1.088876,6.61,8.23,7.88,6.67,8.6
112,Rouen,"Centre-ville de Rouen, Rouen","The Originals City, Hôtel Notre Dame, Rouen",https://www.booking.com/hotel/fr/hotel-notre-dame.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,4","L’établissement The Originals City, Hôtel Notre Dame, Rouen vous accueille dans le centre de Rouen, entre la cathédrale et la Seine. Vous séjournerez à 3 km de la salle Kindarena.",49.4385349,1.09345078,6.61,8.23,7.88,6.67,8.6
113,Rouen,Rouen,"Le 102, Maison avec Terrasse et parking Gare de ROUEN",https://www.booking.com/hotel/fr/le-102-rouen.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,7","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le 102, Maison avec Terrasse et parking Gare de ROUEN ! ",49.455949,1.09517668,6.61,8.23,7.88,6.67,8.6
114,Rouen,Rouen,Superbe appartement dans le quartier de la gare,https://www.booking.com/hotel/fr/le-rive-droite-rouen.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"9,5",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Superbe appartement dans le quartier de la gare ! ,49.4485027,1.09623344,6.61,8.23,7.88,6.67,8.6
115,Rouen,"Centre-ville de Rouen, Rouen",La Souche,https://www.booking.com/hotel/fr/la-souche-rouen.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"9,0","Doté d'une connexion Wi-Fi gratuite, l'établissement La Souche est situé à Rouen, à 800 mètres de la cathédrale Notre-Dame, à moins de 1 km de la gare de Rouen Rive Droite et à 3 km du palais des sports Kindarena. Vous séjournerez à 5,4 km de la station de tramway 14-juillet et à 7,1 km du parc des expositions de Rouen.",49.4447292,1.0903862,6.61,8.23,7.88,6.67,8.6
116,Rouen,Rouen,"Le First, centre ville terrasse et parking",https://www.booking.com/hotel/fr/the-first.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,0","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le First, centre ville terrasse et parking ! ",49.4460252,1.0832305,6.61,8.23,7.88,6.67,8.6
117,Rouen,"Centre-ville de Rouen, Rouen",Hôtel 1er Consul Rouen,https://www.booking.com/hotel/fr/brit-versan.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"7,7",L'Hôtel 1er Consul Rouen vous accueille dans le centre-ville de la capitale normande. L'établissement se situe juste en face de la mairie de Rouen et à 3 km du stade Kindarena. Ses chambres sont desservies par un ascenseur et disposent d'une télévision par satellite et d'une connexion Wi-Fi gratuite.,49.44358481,1.09777585,6.61,8.23,7.88,6.67,8.6
118,Rouen,Rouen,Appart'HomeCity - Rouen Ile Lacroix Seine,https://www.booking.com/hotel/fr/t2-renove-a-l-39-ile-lacroix-vu-sur-la-seine.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"8,3",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Appart'HomeCity - Rouen Ile Lacroix Seine ! ,49.43323031,1.09939416,6.61,8.23,7.88,6.67,8.6
119,Rouen,"Centre-ville de Rouen, Rouen",La Savane du Donjon,https://www.booking.com/hotel/fr/la-jungle-du-donjon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,2",Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Savane du Donjon ! ,49.4464641,1.0957957,6.61,8.23,7.88,6.67,8.6
120,Rouen,"Centre-ville de Rouen, Rouen",Bel appartement dans le centre historique de Rouen,https://www.booking.com/hotel/fr/bel-appartement-dans-le-centre-historique-de-rouen.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"8,3",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Bel appartement dans le centre historique de Rouen ! ,49.4441468,1.0906474,6.61,8.23,7.88,6.67,8.6
121,Rouen,"Centre-ville de Rouen, Rouen",Centre historique l'authentique Saint Nicolas ou le bourdon de la Cathédrale,https://www.booking.com/hotel/fr/saint-nicolas-ou-le-bourdon-de-la-cathedrale.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"9,4","Situé dans le centre de Rouen, à seulement 200 mètres de la cathédrale Notre-Dame et à 1,2 km de la gare de Rouen Rive Droite, le Centre historique l'authentique Saint Nicolas ou le bourdon de la Cathédrale propose un hébergement avec vue sur la ville et connexion Wi-Fi gratuite. L'établissement se trouve à 4,4 km de la gare de l'Hôtel de ville de Soteville, à Rouen et à 5,1 km de la station de tramway 14-juillet.",49.44128755,1.0960871,6.61,8.23,7.88,6.67,8.6
122,Rouen,"Centre-ville de Rouen, Rouen",Rouen Cathédrale,https://www.booking.com/hotel/fr/rouen-cathedrale.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQKIAgGoAgO4Av_M9JsGwAIB0gIkOTNlZTFlMzItZDY4Ny00MGQwLTk4ZjQtYTZhODRlMTYwMjlm2AIF4AIB&sid=5cce111367583c59ca067b7ab55c666c&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=1f958ac68e8b04c2&srepoch=1669146254&from=searchresults#hotelTmpl,"8,0",Vous pouvez bénéficier d'une réduction Genius dans l'établissement Rouen Cathédrale ! ,49.437775,1.094759,6.61,8.23,7.88,6.67,8.6
